# This file contains the GENOTYPE regression coefficients associated with each gene ,,,,,,,,,,,,,
,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
159,C50F4.6,7.29E-07,9.71E-05,0.526573223,0.10630103,6.728164917,0.055351677,0.001263195,0.015595482,0.015686669,0.015686669,WBGene00001910,C50F4.6
160,K07A1.13,7.31E-07,9.71E-05,-0.916330766,0.185005009,5.226546688,0.172702027,0.005839748,0.032060521,0.045500532,0.045500532,WBGene00010617,K07A1.13
161,C56C10.8.1,7.47E-07,9.75E-05,-4.390247523,0.887149114,7.488158966,5.492791547,0.514531702,0.666018624,0.009905964,0.666018624,WBGene00002045,icd-1
162,F25B5.7b,7.45E-07,9.75E-05,0.62278426,0.125831709,6.403096152,0.063185794,0.004131676,0.005701049,0.019618753,0.019618753,WBGene00017778,nono-1
163,Y39B6A.20.2,7.69E-07,9.98E-05,-1.036928727,0.209777897,7.203918906,1.749729492,0.020780109,0.04523004,0.011466569,0.04523004,WBGene00000214,asp-1
164,C11D2.2,7.99E-07,0.000102968,2.822371827,0.571829664,2.219625241,2.9152275,0.095062368,0.383637482,0.395421379,0.395421379,WBGene00015700,asp-9
165,R05H5.3.2,8.83E-07,0.000113111,0.478214033,0.097274498,7.11675598,0.079061431,0.002111533,0.008160353,0.012081959,0.012081959,WBGene00011038,R05H5.3
166,F56H11.4b.2,8.89E-07,0.00011323,-6.092828704,1.239704978,5.437320896,8.708608545,0.563405255,1.741897396,0.039702425,1.741897396,WBGene00001239,elo-1
167,D1037.3,9.07E-07,0.000114832,-0.579989552,0.118104665,8.177072662,0.124998425,0.000308691,0.020614377,0.007655389,0.020614377,WBGene00001501,ftn-2
168,Y49E10.6b,9.76E-07,0.000122888,0.336338757,0.068692077,9.00043777,0.034933313,0.000136846,0.002073703,0.006941056,0.006941056,WBGene00001946,his-72
169,F58E10.3a.3,1.00E-06,0.000125466,-1.29016102,0.263778689,8.420172911,0.726839626,0.097110417,-0.008163884,0.007258379,0.007258379,WBGene00010260,ddx-17
170,C06G4.2a,1.01E-06,0.000125538,0.404910769,0.082807231,8.327941706,0.034646818,0.001857345,0.008428211,0.007389234,0.008428211,WBGene00000542,clp-1
171,F32D1.7,1.04E-06,0.000128352,0.335401889,0.068669699,8.964018768,0.027628103,0.000136955,0.002660838,0.006936336,0.006936336,WBGene00017986,F32D1.7
172,C50E3.12,1.10E-06,0.00013462,0.838331361,0.172010474,6.92744603,0.193058885,0.001115108,0.043266297,0.013668102,0.043266297,WBGene00016823,C50E3.12
173,F32H5.1,1.11E-06,0.000135193,-0.821072785,0.168537911,6.196112181,0.20843759,0.00220306,0.040404481,0.022758631,0.040404481,WBGene00009347,F32H5.1
174,F45E4.8.1,1.12E-06,0.00013598,1.61301389,0.331293796,4.719328979,0.476956611,0.102492597,-0.013815,0.062140772,0.062140772,WBGene00003758,nlp-20
175,T19C3.4,1.13E-06,0.00013598,-0.520630753,0.106967299,6.722011923,0.068001853,0.001208481,0.015954524,0.015754244,0.015954524,WBGene00020562,T19C3.4
176,Y39B6A.10,1.13E-06,0.00013598,0.524428393,0.107739602,7.386608261,0.061464325,0.000647285,0.016764448,0.010407109,0.016764448,WBGene00012672,Y39B6A.10
177,C07G2.3b.2,1.15E-06,0.000137027,-6.122355817,1.258563905,4.312197166,8.261869712,0.975944962,1.400029691,0.081431676,1.400029691,WBGene00000380,cct-5
178,F43G6.8,1.20E-06,0.00014209,-0.797803321,0.164283499,5.630233465,0.139309418,0.003847109,0.036636493,0.034703883,0.036636493,WBGene00009660,F43G6.8
179,C09G4.2b.1,1.21E-06,0.000142712,-1.014868129,0.209066498,7.053945632,0.250529148,0.001459408,0.064103793,0.012570767,0.064103793,WBGene00015650,pkg-2
180,F20B10.1,1.22E-06,0.000143693,1.097525205,0.226208878,4.879317132,0.266296367,0.010305988,0.066449697,0.056293638,0.066449697,WBGene00003772,nlr-1
181,Y47D3B.12,1.24E-06,0.000144982,-2.065064955,0.425878649,3.030337652,0.692966364,0.065049482,0.048038866,0.207009454,0.207009454,WBGene00185055,Y47D3B.12
182,W09C5.5,1.32E-06,0.000152923,0.562649528,0.116315589,6.475481185,0.051666588,0.00161584,0.00468247,0.018678134,0.018678134,WBGene00012352,dkf-1
183,Y71H10A.1a,1.33E-06,0.000153431,0.385596861,0.079742623,7.914364227,0.128174431,0.000389107,0.009149221,0.008292436,0.009149221,WBGene00022199,pfk-1.1
184,ZC412.4,1.43E-06,0.000164638,-1.354111231,0.280913288,4.077529194,0.942472331,0.022595994,0.093910457,0.095772419,0.095772419,WBGene00013885,ZC412.4
185,Y48G9A.9a,1.45E-06,0.000165878,-0.581445872,0.12068676,6.379353986,0.073172904,0.001903362,0.019718929,0.019944579,0.019944579,WBGene00021702,Y48G9A.9
186,T26G10.5,1.50E-06,0.000169739,-2.471005902,0.513608584,2.753022842,1.588235645,0.137937409,0.215507438,0.257753257,0.257753257,WBGene00012062,T26G10.5
187,Y37D8A.6,1.49E-06,0.000169739,-0.953196606,0.198089881,6.205858438,0.518971986,0.002934701,0.055924701,0.022595536,0.055924701,WBGene00012548,Y37D8A.6
188,R07H5.4,1.52E-06,0.000171456,-0.669560122,0.139259894,6.88736964,0.153182945,0.001062486,0.028027491,0.014046406,0.028027491,WBGene00011124,sdz-27
189,F42C5.8b.5,1.60E-06,0.000179215,-0.576676701,0.120189322,9.517027609,0.078102967,0.000660972,0.021007238,0.007368217,0.021007238,WBGene00004477,rps-8
190,C08F11.6,1.68E-06,0.000186365,-2.108583055,0.44035486,3.253160519,1.038926861,0.117045458,0.015201507,0.173823146,0.173823146,WBGene00014672,C08F11.6
191,M163.1,1.68E-06,0.000186365,-0.66285716,0.138438095,6.686522003,0.158891549,0.001275891,0.027471768,0.016149699,0.027471768,WBGene00010935,M163.1
192,F41G4.8,1.70E-06,0.00018725,-1.297226059,0.271039582,4.167889102,0.597614915,0.020195731,0.086742155,0.089997952,0.089997952,WBGene00018311,F41G4.8
193,F55A12.9c,1.75E-06,0.000191371,-0.65317978,0.136628594,7.123172884,0.106191989,0.007698246,0.020302813,0.012034149,0.020302813,WBGene00004131,pqn-44
194,C10B5.3,1.81E-06,0.000196862,-1.227331978,0.257088535,5.916776117,0.347595742,0.003091964,0.096049808,0.028068873,0.096049808,WBGene00015671,C10B5.3
195,F08A8.3,1.82E-06,0.000197506,-2.963688602,0.621022393,3.007772082,3.426016476,0.178305047,0.400198173,0.21071934,0.400198173,WBGene00008566,F08A8.3
196,F42A6.7d.1,1.86E-06,0.000200121,0.474775167,0.099562939,8.066352517,0.055448062,0.006974876,0.002187775,0.007894293,0.007894293,WBGene00001999,hrp-1
197,Y32F6A.5b.1,2.01E-06,0.000215762,-0.488231474,0.102734108,7.595955772,0.066055425,0.002158946,0.013672499,0.009425021,0.013672499,WBGene00012530,Y32F6A.5
198,Y60C6A.2,2.17E-06,0.000231629,2.831198146,0.597678703,2.944671446,7.155690356,0.043779108,0.492050641,0.221465684,0.492050641,WBGene00202498,Y60C6A.2
199,F41C3.5.1,2.26E-06,0.000240559,-0.369999307,0.078252214,8.914837552,0.032524018,0.002249986,0.006842677,0.006935128,0.006935128,WBGene00018271,F41C3.5
200,C05C10.5a,2.36E-06,0.000249436,0.332013911,0.070343302,8.954136112,0.041601288,0.000486653,0.004981252,0.006935617,0.006935617,WBGene00007332,C05C10.5
201,M79.2,2.45E-06,0.000257118,-0.997460355,0.211682859,6.013013957,0.244494792,0.002849925,0.064364524,0.026102257,0.064364524,WBGene00010902,M79.2
202,W01D2.1.3,2.46E-06,0.000257118,-0.55850116,0.118534773,8.08382617,0.059887071,0.011884805,0.009190934,0.00785403,0.009190934,WBGene00012179,W01D2.1
203,F43G6.10,2.47E-06,0.000257432,0.581437893,0.123435696,6.308537025,0.074440793,0.001885491,0.010491942,0.020969066,0.020969066,WBGene00009662,F43G6.10
204,Y71H2AL.1,2.50E-06,0.000258914,-0.701000249,0.148886683,6.089673484,0.204807189,0.002376252,0.030874614,0.02463801,0.030874614,WBGene00003941,pbo-1
205,T22G5.2,2.58E-06,0.000266373,-1.320023833,0.280767239,4.750884319,1.147090942,0.011542365,0.106702999,0.060928825,0.106702999,WBGene00002259,lbp-7
206,F35C8.5,2.68E-06,0.000273984,-0.972625849,0.207217263,6.382908065,0.280338727,0.001616768,0.062791723,0.019895243,0.062791723,WBGene00018036,F35C8.5
207,K09E2.3,2.67E-06,0.000273984,-0.658164722,0.140203681,5.972320728,0.375156896,0.002569004,0.016361482,0.026916605,0.026916605,WBGene00019572,K09E2.3
208,R13G10.1,2.72E-06,0.000276064,0.404637034,0.086254182,7.701367163,0.047399732,0.000470106,0.01068957,0.009003603,0.01068957,WBGene00001086,dpy-27
209,ZC513.6,2.76E-06,0.000279695,0.34519515,0.07364067,9.867029035,0.03885533,5.65E-05,0.00213791,0.008077888,0.008077888,WBGene00003865,oma-2
210,C34F11.3a,2.88E-06,0.000290388,-0.415763617,0.088859347,7.433484599,0.035713062,0.001674111,0.007884841,0.010169864,0.010169864,WBGene00016415,ampd-1
211,ZC455.6a,2.92E-06,0.000293088,-0.941983372,0.201449685,4.994351459,0.553605988,0.008390335,0.029514596,0.052482628,0.052482628,WBGene00013906,ugt-5
212,Y52B11A.8,2.95E-06,0.00029408,0.451505988,0.09659206,7.666132322,0.054477056,0.00047202,0.013523019,0.009139203,0.013523019,WBGene00013127,Y52B11A.8
213,F38E1.7,3.02E-06,0.000300078,0.320626821,0.068667781,8.871327551,0.022165397,0.00013389,0.004365825,0.006939006,0.006939006,WBGene00003395,mom-2
214,H01M10.3,3.29E-06,0.00032479,-1.499266556,0.322284589,6.706514552,0.632180312,0.001422464,0.15437857,0.015925745,0.15437857,WBGene00045268,ttr-42
215,C43G2.1b,3.50E-06,0.00034439,-0.417899302,0.090085139,7.973728928,0.034242386,0.001763856,0.010409143,0.008126364,0.010409143,WBGene00016610,paqr-1
216,C53B7.2,3.65E-06,0.000357707,-1.324148665,0.285985278,6.505518063,0.343213469,0.001654012,0.121027356,0.01830219,0.121027356,WBGene00016893,C53B7.2
217,T28D9.2b,3.97E-06,0.000387033,-0.906061304,0.196422135,5.390668223,0.222288529,0.016917795,0.007773385,0.040954687,0.040954687,WBGene00004702,rsp-5
218,F25F2.2b,4.03E-06,0.000389952,0.701411824,0.152163725,7.156847856,0.169525743,0.001426013,0.033304686,0.011789762,0.033304686,WBGene00000396,cdh-4
219,Y27F2A.3a,4.04E-06,0.000389952,-3.917568486,0.849916281,2.34921666,7.706245822,0.591923398,0.491613129,0.356097381,0.491613129,WBGene00005552,sri-40
220,ZK673.2,4.15E-06,0.000398447,-0.543250711,0.117997247,8.445776825,0.063263357,0.000224672,0.020660354,0.007226177,0.020660354,WBGene00014058,ZK673.2
221,F21E9.3,4.37E-06,0.000415822,-1.217220186,0.265007854,5.579593542,0.320953473,0.004128603,0.101215141,0.03598223,0.101215141,WBGene00017667,ttr-37
222,Y62H9A.4.1,4.36E-06,0.000415822,-1.114974447,0.242737948,7.719058772,0.455692279,0.000522385,0.087860182,0.008937482,0.087860182,WBGene00013392,Y62H9A.4
223,ZC376.3,4.40E-06,0.000416699,-0.766202762,0.16686434,5.52366716,0.224990542,0.004318069,0.037447493,0.037424035,0.037447493,WBGene00013875,ZC376.3
224,F42A6.9,4.64E-06,0.000434212,0.444344341,0.097010389,6.987179127,0.036412498,0.000985139,0.005066137,0.013131384,0.013131384,WBGene00018330,elks-1
225,F55H12.2,4.62E-06,0.000434212,-1.453163947,0.317202682,5.127878125,0.532938271,0.007240323,0.143685989,0.048371408,0.143685989,WBGene00010133,F55H12.2
226,ZK678.1,4.62E-06,0.000434212,0.448931919,0.097991624,6.951510718,0.054331429,0.000955608,0.006101524,0.01344793,0.01344793,WBGene00023498,lin-15A
227,C36B1.11,4.82E-06,0.000449043,0.320868705,0.07017473,8.496974546,0.033709145,0.000219693,0.002737577,0.007167046,0.007167046,WBGene00007978,C36B1.11
228,F11A5.10,4.91E-06,0.000451191,-0.83964821,0.183783776,5.470680194,0.148154112,0.00444371,0.046221005,0.038815634,0.046221005,WBGene00001591,glc-1
229,Y69A2AR.12,4.89E-06,0.000451191,-1.179401024,0.258102673,4.452718961,0.631957558,0.026046699,0.03475824,0.073878786,0.073878786,WBGene00022083,Y69A2AR.12
230,Y75B12B.6,4.89E-06,0.000451191,-0.81697782,0.178788271,5.324154631,0.136394804,0.005179953,0.022089159,0.042767915,0.042767915,WBGene00004037,plc-2
231,R03E1.2,4.93E-06,0.000451459,-0.359614272,0.078730869,7.750888307,0.189495542,0.000476029,0.007623009,0.008821796,0.008821796,WBGene00010993,R03E1.2
232,F13B10.2d.1,5.16E-06,0.000470483,-1.908942231,0.418804861,4.684087385,0.901942677,0.199563565,0.056225428,0.063532703,0.063532703,WBGene00004414,rpl-3
233,C08F11.11.1,5.56E-06,0.000504168,-1.331416466,0.293094637,6.861938636,0.372389462,0.022385787,0.106470912,0.014293892,0.106470912,WBGene00007458,C08F11.11
234,F26D10.10,5.91E-06,0.000534198,0.312826193,0.06906412,9.235505916,0.034347467,0.000104277,0.006179305,0.007050502,0.007050502,WBGene00001606,gln-5
235,F13H6.1a,6.22E-06,0.000557571,-0.800191234,0.177086536,5.444394482,0.159459137,0.007074844,0.039964618,0.039513811,0.039964618,WBGene00017430,F13H6.1
236,K08H10.1m,6.20E-06,0.000557571,0.767813004,0.169892407,8.11803307,0.168700158,0.007984016,0.035311129,0.007778018,0.035311129,WBGene00002263,lea-1
237,F49F1.1,6.54E-06,0.00058339,-2.209195078,0.490044392,5.20623124,0.932491177,0.008960796,0.351254463,0.046081834,0.351254463,WBGene00018643,F49F1.1
238,C40A11.6,6.72E-06,0.000596557,2.604179494,0.578382671,2.830923945,2.145623217,0.161477211,0.34031256,0.242306228,0.34031256,WBGene00016549,C40A11.6
239,ZC518.3c.1,6.75E-06,0.000596757,-7.235706436,1.607378416,3.700536655,11.21138371,1.49133966,2.384158399,0.124494134,2.384158399,WBGene00000376,ccr-4
240,F13B10.2a.1,6.81E-06,0.000600289,-1.3662773,0.303656602,7.738489096,0.412726857,0.120358809,0.017952189,0.008866363,0.017952189,WBGene00004414,rpl-3
241,B0513.1b,6.98E-06,0.00061045,0.603436625,0.134263092,6.496676504,0.067455247,0.008627487,0.003150344,0.01841238,0.01841238,WBGene00001562,lin-66
242,Y111B2A.10b,6.99E-06,0.00061045,-0.661087139,0.147101767,6.580341611,0.084027945,0.015071349,0.009057861,0.017387046,0.017387046,WBGene00013734,Y111B2A.10
243,F10C2.3,7.20E-06,0.000620279,-1.081822561,0.241072342,4.451783323,0.221643087,0.013248222,0.066471818,0.073925589,0.073925589,WBGene00008644,F10C2.3
244,M01F1.5.1,7.22E-06,0.000620279,-0.799649256,0.178207254,6.404821637,0.241136848,0.008176396,0.039460342,0.019595417,0.039460342,WBGene00010811,hmit-1.3
245,ZK75.2,7.14E-06,0.000620279,2.956136591,0.658447603,3.243386886,2.170039167,0.127276141,0.523053728,0.175156209,0.523053728,WBGene00002085,ins-2
246,ZK813.7.2,7.17E-06,0.000620279,-1.041910769,0.232119811,8.586684739,0.265338408,0.000256989,0.08056242,0.00708004,0.08056242,WBGene00045394,ZK813.7
247,Y1H11.2,7.39E-06,0.000632927,2.53096922,0.564694216,2.547899255,1.001914662,0.174761504,-0.005297629,0.303557832,0.303557832,WBGene00001783,gst-35
248,F59A1.10,7.57E-06,0.000645393,1.112242023,0.24843515,6.236763411,0.265462762,0.002435078,0.090144957,0.022088362,0.090144957,WBGene00010296,dgat-2
249,E04F6.3,7.63E-06,0.000645551,-0.619908365,0.138520104,7.252011508,0.097269082,0.000711915,0.028069814,0.011158657,0.028069814,WBGene00017123,maoc-1
250,Y43B11AR.1,7.61E-06,0.000645551,-1.175368839,0.262596008,6.952966444,0.356379223,0.001053075,0.10238192,0.013434781,0.10238192,WBGene00021543,Y43B11AR.1
251,C30G4.4s.2,7.69E-06,0.000647966,-1.086515086,0.24287415,4.56845028,0.265735231,0.020063751,0.028432437,0.068418028,0.068418028,WBGene00016269,C30G4.4
252,F46F6.2a,7.77E-06,0.000652009,0.501412806,0.112137952,6.997169434,0.064707288,0.005817542,0.001483589,0.013044839,0.013044839,WBGene00009793,pkn-1
253,K11E4.5a,7.92E-06,0.000661842,0.544622164,0.121911861,6.735214296,0.077634237,0.006684139,0.008523654,0.015609613,0.015609613,WBGene00003661,nhr-71
254,F17H10.1.1,8.00E-06,0.000666254,-1.077498083,0.241316798,7.077044391,0.457120225,0.010432325,0.076918371,0.012386625,0.076918371,WBGene00008925,F17H10.1
255,T28F2.5,8.05E-06,0.000667123,-0.72277669,0.161913922,5.833542126,0.185857046,0.003244113,0.036080064,0.029881072,0.036080064,WBGene00000368,ccb-1
256,K05C4.9,8.54E-06,0.000704935,1.196850058,0.268876776,4.204798477,0.446261887,0.020707143,0.08265904,0.087734938,0.087734938,WBGene00010585,K05C4.9
257,C46H11.4a,8.69E-06,0.000714683,-1.442191343,0.324269498,4.553453409,0.410460576,0.04510142,0.112624641,0.069090969,0.112624641,WBGene00002979,lfe-2
258,Y71F9AL.13c,8.76E-06,0.000715073,-1.181596624,0.265782646,8.545562581,0.349410069,0.00326235,0.102698273,0.007117326,0.102698273,WBGene00004412,rpl-1
259,ZC308.4a,8.74E-06,0.000715073,0.379037709,0.085247456,8.137477979,0.049839111,0.001128787,0.009771906,0.007736444,0.009771906,WBGene00022586,ZC308.4
260,C44C8.2,9.00E-06,0.000724708,-1.048956691,0.236250877,4.97440331,0.271053911,0.017490544,0.066231172,0.05312369,0.066231172,WBGene00016647,fbxc-4
261,C44C8.3,9.00E-06,0.000724708,-1.048956691,0.236250877,4.97440331,0.271053911,0.017490544,0.066231172,0.05312369,0.066231172,WBGene00016648,fbxc-2
262,F58H7.8,9.00E-06,0.000724708,-1.048956691,0.236250877,4.97440331,0.271053911,0.017490544,0.066231172,0.05312369,0.066231172,WBGene00019073,fbxc-3
263,W07A12.6,9.01E-06,0.000724708,-2.037408404,0.458922299,3.134178086,1.264992688,0.10919581,0.206718704,0.190793353,0.206718704,WBGene00012323,oac-54
264,F49C12.13,9.08E-06,0.00072741,-0.342093355,0.077083957,7.845232417,0.03004679,0.000409671,0.00280389,0.008503234,0.008503234,WBGene00009882,vha-17
265,C38H2.3,9.31E-06,0.000742755,-1.52717105,0.344530083,4.687832366,0.628146411,0.010471082,0.167580385,0.063382789,0.167580385,WBGene00008020,C38H2.3
266,Y39A1A.1d,9.47E-06,0.000752526,-0.575437396,0.129925184,6.943251735,0.12960484,0.011797933,0.008463424,0.013522897,0.013522897,WBGene00012641,epg-6
267,F42A10.2a,9.67E-06,0.000760625,-0.763913319,0.172658223,6.439593405,0.160784116,0.003085767,0.041630526,0.019135042,0.041630526,WBGene00003593,nfm-1
268,R02E12.2b,9.67E-06,0.000760625,-0.386380935,0.087330434,7.354213526,0.051675628,0.00086282,0.010046851,0.010577087,0.010577087,WBGene00019827,mop-25.1
269,R10E4.2n.1,9.70E-06,0.000760625,0.809262853,0.182939226,7.072708766,0.282469074,0.013315243,0.036884898,0.012420801,0.036884898,WBGene00006331,sup-26
270,Y48E1B.10,9.71E-06,0.000760625,-0.928813065,0.209974395,5.653177925,0.629227778,0.004215004,0.061918866,0.034133927,0.061918866,WBGene00001768,gst-20
271,F29G6.3a.1,9.83E-06,0.000766754,-0.980321721,0.221745752,7.188444723,0.556308117,0.027965349,0.045791419,0.01157044,0.045791419,WBGene00009259,hpo-34
272,C33H5.12b,9.99E-06,0.000776559,-0.694281813,0.157170346,6.24439968,0.127557097,0.006710496,0.030343281,0.021965386,0.030343281,WBGene00004703,rsp-6
273,F59B1.2,1.04E-05,0.000806688,-0.92448672,0.209712541,7.971260181,0.228487325,0.000359215,0.06560981,0.008132998,0.06560981,WBGene00019097,F59B1.2
274,C14F11.5a,1.05E-05,0.000811157,-1.512519112,0.343257955,7.794180066,0.469517744,0.00064084,0.176098196,0.008671135,0.176098196,WBGene00002024,hsp-43
275,C33G8.2,1.06E-05,0.0008149,-1.725868777,0.391905481,3.575668893,0.784330327,0.039137652,0.191247206,0.136196396,0.191247206,WBGene00016360,C33G8.2
276,F14B8.3,1.06E-05,0.0008149,-0.978256694,0.222110529,5.612374638,0.196041266,0.003796424,0.070203207,0.035151579,0.070203207,WBGene00003987,pes-23
277,D1046.5a,1.11E-05,0.000843688,-0.920593681,0.209441507,5.313375713,0.23974043,0.006517331,0.059281286,0.043065206,0.059281286,WBGene00008366,tpra-1
278,F11E6.7,1.14E-05,0.000867872,0.301424917,0.06868816,8.950368968,0.041065078,0.000141689,0.00565214,0.006935406,0.006935406,WBGene00008710,F11E6.7
279,W04B5.3a,1.15E-05,0.000867872,-0.497673925,0.113423188,6.890853994,0.054696363,0.001950213,0.017347017,0.014012944,0.017347017,WBGene00021020,W04B5.3
280,C13G3.1,1.16E-05,0.000871417,-2.073812669,0.472884204,3.919056717,1.179664981,0.035232222,0.300196983,0.106824553,0.300196983,WBGene00007553,C13G3.1
281,E01H11.1b,1.16E-05,0.000871417,-0.526339747,0.120023104,6.436252313,0.100424741,0.002429857,0.003520122,0.019178461,0.019178461,WBGene00004033,pkc-2
282,B0222.3,1.17E-05,0.000872603,-1.636917609,0.373494219,4.727346941,0.621310114,0.010883091,0.198363807,0.061829828,0.198363807,WBGene00015055,pitr-3
283,K08F4.7,1.17E-05,0.000872603,1.031934226,0.235435272,6.605836898,0.776947154,0.001762328,0.081382323,0.017082957,0.081382323,WBGene00001752,gst-4
284,Y26E6A.1,1.17E-05,0.000872603,0.380822883,0.086884172,7.340311226,0.04477838,0.000671728,0.004938517,0.010651561,0.010651561,WBGene00012512,ekl-5
285,T15B7.2.1,1.19E-05,0.000880359,-0.616060386,0.140676976,7.618072177,0.188046226,0.00416133,0.025523687,0.009332659,0.025523687,WBGene00020517,hpo-8
286,T23F4.3,1.19E-05,0.000880359,2.165932363,0.494508314,4.486483282,0.9766306,0.018888373,0.347919336,0.072219622,0.347919336,WBGene00020741,dlhd-1
287,F13B6.3,1.21E-05,0.000893729,1.235266846,0.282333295,4.059663937,0.322662919,0.02261177,0.082541038,0.096956365,0.096956365,WBGene00017418,F13B6.3
288,F15E11.15b,1.23E-05,0.000903462,-2.486263817,0.568667721,5.305986315,6.477727358,0.06634724,0.418727225,0.043269609,0.418727225,WBGene00017501,pud-3
289,K08H2.10,1.24E-05,0.000904227,0.748719915,0.171345975,5.463345947,0.272948635,0.005029163,0.035654007,0.039010002,0.039010002,WBGene00164968,K08H2.10
290,Y48E1B.12,1.24E-05,0.000904227,0.313080281,0.07164182,8.282767227,0.040709793,0.000236823,0.00193527,0.007462003,0.007462003,WBGene00000804,csc-1
291,Y57G11C.51.1,1.24E-05,0.000904227,-0.930863908,0.213009082,5.746888266,0.168577844,0.036187801,0.019929641,0.031871503,0.031871503,WBGene00044258,Y57G11C.51
292,ZK484.1b.3,1.25E-05,0.000904889,-0.485446402,0.111118451,7.639266514,0.069217066,0.001391902,0.017129063,0.009246128,0.017129063,WBGene00022748,ZK484.1
293,T10F2.2,1.28E-05,0.000924483,-0.356244314,0.081645614,7.586998174,0.027241687,0.000535976,0.004112515,0.009463033,0.009463033,WBGene00020422,T10F2.2
294,C18A3.5c,1.29E-05,0.000926441,0.588218451,0.134847774,6.433905073,0.093245169,0.008066816,0.006404889,0.019209068,0.019209068,WBGene00015943,tiar-1
295,D1086.10a,1.31E-05,0.000939496,-1.213189471,0.278363807,7.408562187,0.359660071,0.010392693,0.105836921,0.010294724,0.105836921,WBGene00044080,D1086.10
296,B0336.2.1,1.35E-05,0.000966007,-0.357186196,0.082084403,8.666717119,0.066966276,0.003086889,0.00557011,0.007019884,0.007019884,WBGene00000182,arf-1.2
297,JC8.3a,1.42E-05,0.00100996,-0.331391122,0.076340777,9.908991861,0.025197994,0.000552738,0.006480721,0.008189133,0.008189133,WBGene00004424,rpl-12
